/* DATA DESCRIPTION:
Citation:	Perez, José Angel Alvarez; Sant'Ana, Rodrigo (2022): Catch composition time series (2000-2019) for demersal species in the Brazilian Meridional Margin. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946292 (dataset in review), 
	In: Perez, JAA; Sant'Ana, R (2022): Time series of catch composition, mean catch temperature and thermal preference of demersal species in the Brazilian Meridional Margin (2000-2019). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.946402 (dataset in review)
Abstract:	This dataset contains information on catches reported in the harbours of Santa Catarina state, southern Brazil, between the years 2000 and 2019. Historically, these harbours have concentrated a significant part of the demersal fishing fleet that operates widely on the Brazilian Meridional Margin (BMM), from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths. Landed catches were monitored by a research team based on the University of 'Vale do Itajaí' (UNIVALI) along a sequence of scientific projects and contracts developed to meet governmental demands for oceanic and deep fisheries development and management, and in support of the licensing processes of the offshore oil and gas exploration activities.
	This catch composition time series shows an annual compilation of total catches discriminated by species caught by trawlers (single trawlers, pair or twin trawlers and double trawlers) and gill net industrial fisheries. These species represent altogether over 81% of total reported catch in the period. The remainder amount of landings was reported as groups of species (e.g. sharks) or categories indiscriminated by species and were excluded from the database.
Keyword(s):	Catch composition; climate change; SW Atlantic
Project(s):	Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (iAtlantic) (URI: http://www.iatlantic.eu/)
Funding:	Horizon 2020 (H2020) (URI: https://ec.europa.eu/programmes/horizon2020/), grant/award no. 818123: Integrated Assessment of Atlantic Marine Ecosystems in Space and Time (URI: https://cordis.europa.eu/projects/818123)
Coverage:	MEDIAN LATITUDE: -27.500000 * MEDIAN LONGITUDE: -47.208300 * SOUTH-BOUND LATITUDE: -34.000000 * WEST-BOUND LONGITUDE: -53.583300 * NORTH-BOUND LATITUDE: -21.000000 * EAST-BOUND LONGITUDE: -40.833300
	DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-01-01T00:00:00
	MINIMUM ELEVATION: -500.0 m * MAXIMUM ELEVATION: 0.0 m
Event(s):	Brazilian_Demersal_Fisheries_Time_Series * LATITUDE START: -21.000000 * LONGITUDE START: -40.833300 * LATITUDE END: -34.000000 * LONGITUDE END: -53.583300 * DATE/TIME START: 2000-01-01T00:00:00 * DATE/TIME END: 2019-12-31T00:00:00 * ELEVATION START: 0.0 m * ELEVATION END: -500.0 m * LOCATION: Southwest Atlantic * METHOD/DEVICE: Fishing port survey * COMMENT: The sampling (fishing) area is defined by the Brazilian Meridional Margin, from 21°S to the southern border of Brazilian EEZ (34°S) and from the coastal areas down to 500 m depths.
Comment:	Catch composition time series that shows an annual compilation of total catches discriminated by species caught by demersal fisheries in the Brazilian Meridional Margin.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Year when catch was landed in Santa Catarina harbours
	Species (Species) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Scientific name for species of the respective landing
	Total catch [kg] (Catch tot) * PI: Perez, José Angel Alvarez (angel.perez@univali.br, http://lattes.cnpq.br/0756846936338310) * COMMENT: Annual total catch of reported species at the landing points
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels) * Processing Level: PANGAEA data processing level 3 (URI: https://wiki.pangaea.de/wiki/Processing_levels#PANGAEA_data_processing_level_3)
Size:	3120 data points
*/
Date/Time	Species	Catch tot [kg]
2007	Doryteuthis sanpaulensis	102413.82
2007	Elops saurus	0.00
2007	Epinephelus itajara	0.00
2007	Epinephelus marginatus	271.37
2007	Euvola ziczac	669.26
2007	Galeorhinus galeus	0.00
2007	Genypterus brasiliensis	157223.19
2007	Haemulon aurolineatum	111974.16
2007	Helicolenus lahillei	33564.14
2007	Hyporthodus flavolimbatus	0.00
2007	Hyporthodus niveatus	0.00
2007	Illex argentinus	410863.53
2007	Larimus breviceps	0.00
2007	Lophius gastrophysus	1058559.00
2007	Lopholatilus villarii	134675.09
2007	Lutjanus griseus	0.00
2007	Macrodon atricauda	427387.55
2007	Macruronus magellanicus	0.00
2007	Merluccius hubbsi	1376266.44
2007	Metanephrops rubellus	50012.70
2007	Micropogonias furnieri	16936914.37
2007	Mugil liza	0.00
2007	Mullus argentinae	163426.65
2007	Nemadactylus bergi	0.00
2007	Octopus americanus	227526.82
2007	Oligoplites saurus	30209.81
2007	Pagrus pagrus	11386.14
2007	Paralichthys orbignyanus	18978.02
2007	Paralichthys patagonicus	1066742.67
2007	Paralonchurus brasiliensis	277530.12
2007	Parona signata	4125.89
2007	Penaeus brasiliensis	210585.00
2007	Penaeus paulensis	188676.98
2007	Penaeus schmitti	46570.46
2007	Peprilus paru	142436.46
2007	Percophis brasiliensis	395810.29
2007	Pleoticus muelleri	443586.04
2007	Pogonias cromis	0.00
2007	Polymixia lowei	58198.51
2007	Polyprion americanus	502.55
2007	Pomatomus saltatrix	71268.31
2007	Porichthys porosissimus	11531.93
2007	Priacanthus arenatus	4799.61
2007	Sarda sarda	0.00
2007	Scomberomorus brasiliensis	382.99
2007	Scyllarides deceptor	27999.57
2007	Seriola dumerili	8269.72
2007	Seriola lalandi	0.00
2007	Thyrsitops lepidopoides	0.00
2007	Trachinotus carolinus	12176.95
2007	Trachinotus marginatus	0.00
2007	Trichiurus lepturus	155536.97
2007	Umbrina canosai	7828368.10
2007	Urophycis mystacea	3985630.98
2007	Xiphopenaeus kroyeri	1617838.15
2007	Zenopsis conchifer	20919.94
2008	Archosargus probatocephalus	0.00
2008	Artemesia longinaris	3573586.15
2008	Astroscopus sexspinosus	491.90
2008	Aulostomus maculatus	0.00
2008	Bagre marinus	0.00
2008	Balistes capriscus	425699.60
2008	Beryx splendens	11409.39
2008	Caranx crysos	0.00
2008	Caranx latus	0.00
2008	Carcharhinus plumbeus	0.00
2008	Carcharias taurus	0.00
2008	Caulolatilus chrysops	0.00
2008	Chaetodipterus faber	3134.65
2008	Conger orbignianus	31929.97
2008	Conodon nobilis	8875.72
2008	Cynoscion acoupa	1545944.08
2008	Cynoscion guatucupa	3466496.89
2008	Cynoscion jamaicensis	1060935.17
2008	Cynoscion leiarchus	209210.23
2008	Cynoscion microlepidotus	1579.18
2008	Cynoscion virescens	2827.25
2008	Doryteuthis pleii	94972.80
2008	Doryteuthis sanpaulensis	7047.45
2008	Elops saurus	0.00
2008	Epinephelus itajara	0.00
2008	Epinephelus marginatus	2813.69
2008	Euvola ziczac	191.19
2008	Galeorhinus galeus	0.00
2008	Genypterus brasiliensis	174545.11
2008	Haemulon aurolineatum	44178.03
2008	Helicolenus lahillei	104603.79
2008	Hyporthodus flavolimbatus	0.00
2008	Hyporthodus niveatus	0.00
2008	Illex argentinus	447968.29
2008	Larimus breviceps	789.59
2008	Lophius gastrophysus	564928.38
2008	Lopholatilus villarii	80669.39
2008	Lutjanus griseus	0.00
2008	Macrodon atricauda	260481.81
2008	Macruronus magellanicus	8709.03
2008	Merluccius hubbsi	1775780.33
2008	Metanephrops rubellus	96232.08
2008	Micropogonias furnieri	14727008.98
2008	Mugil liza	101.88
2008	Mullus argentinae	117989.80
2008	Nemadactylus bergi	70760.87
2008	Octopus americanus	181311.34
2008	Oligoplites saurus	54001.51
2008	Pagrus pagrus	9505.15
2008	Paralichthys orbignyanus	48539.08
2008	Paralichthys patagonicus	1268106.33
2008	Paralonchurus brasiliensis	130169.58
2008	Parona signata	1380.05
2008	Penaeus brasiliensis	213545.63
2008	Penaeus paulensis	198893.16
2008	Penaeus schmitti	17192.99
2008	Peprilus paru	109696.68
2008	Percophis brasiliensis	256639.16
2008	Pleoticus muelleri	1321733.31
2008	Pogonias cromis	0.00
2008	Polymixia lowei	34278.09
2008	Polyprion americanus	0.00
2008	Pomatomus saltatrix	43160.39
2008	Porichthys porosissimus	38147.74
2008	Priacanthus arenatus	2925.74
2008	Sarda sarda	0.00
2008	Scomberomorus brasiliensis	76.41
2008	Scyllarides deceptor	20848.97
2008	Seriola dumerili	3319.85
2008	Seriola lalandi	0.00
2008	Thyrsitops lepidopoides	0.00
2008	Trachinotus carolinus	3989.43
2008	Trachinotus marginatus	0.00
2008	Trichiurus lepturus	216449.91
2008	Umbrina canosai	4585822.66
2008	Urophycis mystacea	6593965.31
2008	Xiphopenaeus kroyeri	865867.67
2008	Zenopsis conchifer	21183.39
2009	Archosargus probatocephalus	0.00
2009	Artemesia longinaris	3980150.33
2009	Astroscopus sexspinosus	433.05
2009	Aulostomus maculatus	160.76
2009	Bagre marinus	0.00
2009	Balistes capriscus	566631.20
2009	Beryx splendens	4626.48
2009	Caranx crysos	0.00
2009	Caranx latus	0.00
2009	Carcharhinus plumbeus	0.00
2009	Carcharias taurus	373.36
2009	Caulolatilus chrysops	324.67
2009	Chaetodipterus faber	1346.29
2009	Conger orbignianus	26355.43
2009	Conodon nobilis	6309.92
2009	Cynoscion acoupa	3021980.04
2009	Cynoscion guatucupa	2936086.96
2009	Cynoscion jamaicensis	697951.59
2009	Cynoscion leiarchus	18734.55
2009	Cynoscion microlepidotus	242.88
2009	Cynoscion virescens	641.78
2009	Doryteuthis pleii	312235.21
2009	Doryteuthis sanpaulensis	41439.75
2009	Elops saurus	0.00
2009	Epinephelus itajara	0.00
2009	Epinephelus marginatus	0.00
2009	Euvola ziczac	438.73
2009	Galeorhinus galeus	97.40
2009	Genypterus brasiliensis	273267.44
2009	Haemulon aurolineatum	3951.14
2009	Helicolenus lahillei	59685.37
2009	Hyporthodus flavolimbatus	0.00
2009	Hyporthodus niveatus	0.00
2009	Illex argentinus	39754.78
2009	Larimus breviceps	134.86
2009	Lophius gastrophysus	839543.15
2009	Lopholatilus villarii	94511.56
2009	Lutjanus griseus	0.00
2009	Macrodon atricauda	529602.62
2009	Macruronus magellanicus	4238.07
2009	Merluccius hubbsi	2654466.82
2009	Metanephrops rubellus	87324.86
2009	Micropogonias furnieri	15638742.13
2009	Mugil liza	32.47
2009	Mullus argentinae	109156.77
2009	Nemadactylus bergi	13976.31
2009	Octopus americanus	170028.58
2009	Oligoplites saurus	52598.37
2009	Pagrus pagrus	15170.57
2009	Paralichthys orbignyanus	30404.27
2009	Paralichthys patagonicus	1285458.90
2009	Paralonchurus brasiliensis	157346.79
2009	Parona signata	4869.98
2009	Penaeus brasiliensis	376696.59
2009	Penaeus paulensis	322407.93
2009	Penaeus schmitti	33952.61
2009	Peprilus paru	107119.93
2009	Percophis brasiliensis	334895.18
2009	Pleoticus muelleri	799622.94
2009	Pogonias cromis	0.00
2009	Polymixia lowei	151802.39
2009	Polyprion americanus	113.63
2009	Pomatomus saltatrix	109379.37
2009	Porichthys porosissimus	113888.85
2009	Priacanthus arenatus	590.58
2009	Sarda sarda	324.67
2009	Scomberomorus brasiliensis	0.00
2009	Scyllarides deceptor	20874.31
2009	Seriola dumerili	11980.51
2009	Seriola lalandi	133.11
2009	Thyrsitops lepidopoides	0.00
2009	Trachinotus carolinus	3145.65
2009	Trachinotus marginatus	321.42
2009	Trichiurus lepturus	151284.50
2009	Umbrina canosai	4577595.27
2009	Urophycis mystacea	6922930.17
2009	Xiphopenaeus kroyeri	1065065.18
2009	Zenopsis conchifer	45748.51
2010	Archosargus probatocephalus	0.00
2010	Artemesia longinaris	1825523.36
2010	Astroscopus sexspinosus	2430.86
2010	Aulostomus maculatus	205.63
2010	Bagre marinus	0.00
2010	Balistes capriscus	731004.64
2010	Beryx splendens	2185.41
2010	Caranx crysos	0.00
2010	Caranx latus	0.00
2010	Carcharhinus plumbeus	168.11
2010	Carcharias taurus	3877.16
2010	Caulolatilus chrysops	1555.00
2010	Chaetodipterus faber	139.92
2010	Conger orbignianus	16325.90
2010	Conodon nobilis	3757.92
2010	Cynoscion acoupa	824530.70
2010	Cynoscion guatucupa	3423797.43
2010	Cynoscion jamaicensis	399285.96
2010	Cynoscion leiarchus	2366.02
2010	Cynoscion microlepidotus	4195.61
2010	Cynoscion virescens	46.53
2010	Doryteuthis pleii	497170.77
2010	Doryteuthis sanpaulensis	112711.34
2010	Elops saurus	0.00
2010	Epinephelus itajara	0.00
2010	Epinephelus marginatus	234.01
2010	Euvola ziczac	5.82
2010	Galeorhinus galeus	0.00
2010	Genypterus brasiliensis	221667.94
2010	Haemulon aurolineatum	17239.84
2010	Helicolenus lahillei	124779.21
2010	Hyporthodus flavolimbatus	0.00
2010	Hyporthodus niveatus	0.00
2010	Illex argentinus	49034.78
2010	Larimus breviceps	2676.81
2010	Lophius gastrophysus	1635075.45
2010	Lopholatilus villarii	88777.26
2010	Lutjanus griseus	0.00
2010	Macrodon atricauda	168034.20
2010	Macruronus magellanicus	869.12
2010	Merluccius hubbsi	1839516.22
2010	Metanephrops rubellus	90189.85
2010	Micropogonias furnieri	20923068.74
2010	Mugil liza	7928.18
2010	Mullus argentinae	75341.97
2010	Nemadactylus bergi	163010.13
2010	Octopus americanus	35156.90
2010	Oligoplites saurus	59380.61
2010	Pagrus pagrus	9076.73
2010	Paralichthys orbignyanus	32608.72
2010	Paralichthys patagonicus	1277001.41
2010	Paralonchurus brasiliensis	98058.29
2010	Parona signata	335.37
2010	Penaeus brasiliensis	178723.09
2010	Penaeus paulensis	144147.65
2010	Penaeus schmitti	29377.57
2010	Peprilus paru	237089.23
2010	Percophis brasiliensis	425190.54
2010	Pleoticus muelleri	142756.29
2010	Pogonias cromis	0.00
2010	Polymixia lowei	90767.56
2010	Polyprion americanus	2494.73
2010	Pomatomus saltatrix	31999.37
2010	Porichthys porosissimus	105582.19
2010	Priacanthus arenatus	1958.46
2010	Sarda sarda	18.49
2010	Scomberomorus brasiliensis	0.00
2010	Scyllarides deceptor	17530.54
2010	Seriola dumerili	14922.84
2010	Seriola lalandi	100.86
2010	Thyrsitops lepidopoides	5.04
2010	Trachinotus carolinus	3631.48
2010	Trachinotus marginatus	0.00
2010	Trichiurus lepturus	226359.33
2010	Umbrina canosai	6756721.99
2010	Urophycis mystacea	5036350.63
2010	Xiphopenaeus kroyeri	1671669.80
2010	Zenopsis conchifer	47778.33
2011	Archosargus probatocephalus	0.00
2011	Artemesia longinaris	1325466.49
2011	Astroscopus sexspinosus	2636.03
2011	Aulostomus maculatus	394.51
2011	Bagre marinus	0.00
2011	Balistes capriscus	254350.94
2011	Beryx splendens	95.70
2011	Caranx crysos	0.00
2011	Caranx latus	0.00
2011	Carcharhinus plumbeus	0.00
2011	Carcharias taurus	1977.75
2011	Caulolatilus chrysops	945.08
2011	Chaetodipterus faber	22.41
2011	Conger orbignianus	19309.37
2011	Conodon nobilis	10818.99
2011	Cynoscion acoupa	266967.67
2011	Cynoscion guatucupa	3219348.47
2011	Cynoscion jamaicensis	1079349.34
2011	Cynoscion leiarchus	3940.78
2011	Cynoscion microlepidotus	8218.05
2011	Cynoscion virescens	1156.24
2011	Doryteuthis pleii	307843.86
2011	Doryteuthis sanpaulensis	83195.76
2011	Elops saurus	0.00
2011	Epinephelus itajara	0.00
2011	Epinephelus marginatus	533.41
2011	Euvola ziczac	22.41
2011	Galeorhinus galeus	0.00
2011	Genypterus brasiliensis	369089.15
2011	Haemulon aurolineatum	21892.90
2011	Helicolenus lahillei	72057.65
2011	Hyporthodus flavolimbatus	33.61
2011	Hyporthodus niveatus	1327.01
2011	Illex argentinus	100885.67
2011	Larimus breviceps	4109.03
2011	Lophius gastrophysus	1379965.49
2011	Lopholatilus villarii	96278.97
2011	Lutjanus griseus	0.00
2011	Macrodon atricauda	136862.52
2011	Macruronus magellanicus	956.98
2011	Merluccius hubbsi	2296949.21
2011	Metanephrops rubellus	110485.25
2011	Micropogonias furnieri	19255466.92
2011	Mugil liza	2608.96
2011	Mullus argentinae	64660.47
2011	Nemadactylus bergi	161288.01
2011	Octopus americanus	56985.04
2011	Oligoplites saurus	50030.45
2011	Pagrus pagrus	6776.28
2011	Paralichthys orbignyanus	10368.11
2011	Paralichthys patagonicus	758095.03
2011	Paralonchurus brasiliensis	47909.10
2011	Parona signata	6968.99
2011	Penaeus brasiliensis	230325.37
2011	Penaeus paulensis	212652.54
2011	Penaeus schmitti	18702.20
2011	Peprilus paru	206868.66
2011	Percophis brasiliensis	262899.20
2011	Pleoticus muelleri	208413.33
2011	Pogonias cromis	0.00
2011	Polymixia lowei	200807.45
2011	Polyprion americanus	459.39
2011	Pomatomus saltatrix	23902.03
2011	Porichthys porosissimus	144119.44
2011	Priacanthus arenatus	4933.75
2011	Sarda sarda	0.00
2011	Scomberomorus brasiliensis	76.56
2011	Scyllarides deceptor	8522.22
2011	Seriola dumerili	1527.47
2011	Seriola lalandi	23.92
2011	Thyrsitops lepidopoides	0.00
2011	Trachinotus carolinus	6624.73
2011	Trachinotus marginatus	0.00
2011	Trichiurus lepturus	71187.02
2011	Umbrina canosai	7497448.46
2011	Urophycis mystacea	5006002.81
2011	Xiphopenaeus kroyeri	1057691.69
2011	Zenopsis conchifer	101146.42
2012	Archosargus probatocephalus	0.00
2012	Artemesia longinaris	2480915.41
2012	Astroscopus sexspinosus	555.66
2012	Aulostomus maculatus	291.24
2012	Bagre marinus	0.00
2012	Balistes capriscus	417099.93
2012	Beryx splendens	320.74
2012	Caranx crysos	0.00
2012	Caranx latus	0.00
2012	Carcharhinus plumbeus	0.00
2012	Carcharias taurus	9468.37
2012	Caulolatilus chrysops	5.65
2012	Chaetodipterus faber	31.85
2012	Conger orbignianus	37096.22
2012	Conodon nobilis	119.26
2012	Cynoscion acoupa	186879.82
2012	Cynoscion guatucupa	4184762.38
2012	Cynoscion jamaicensis	622391.01
2012	Cynoscion leiarchus	1231.19
2012	Cynoscion microlepidotus	3736.22
2012	Cynoscion virescens	1332.21
2012	Doryteuthis pleii	496789.08
2012	Doryteuthis sanpaulensis	24558.77
2012	Elops saurus	37.04
2012	Epinephelus itajara	0.00
2012	Epinephelus marginatus	0.00
2012	Euvola ziczac	0.00
2012	Galeorhinus galeus	0.00
2012	Genypterus brasiliensis	450147.68
2012	Haemulon aurolineatum	57009.17
2012	Helicolenus lahillei	11951.91
2012	Hyporthodus flavolimbatus	0.00
2012	Hyporthodus niveatus	1.85
2012	Illex argentinus	70282.16
2012	Larimus breviceps	0.00
2012	Lophius gastrophysus	983841.22
2012	Lopholatilus villarii	80302.09
2012	Lutjanus griseus	0.00
2012	Macrodon atricauda	248834.99
2012	Macruronus magellanicus	2032.78
2012	Merluccius hubbsi	3225617.31
2012	Metanephrops rubellus	168080.67
2012	Micropogonias furnieri	19129698.58
2012	Mugil liza	599.96
2012	Mullus argentinae	106409.96
2012	Nemadactylus bergi	111096.58
2012	Octopus americanus	110922.59
2012	Oligoplites saurus	126566.93
2012	Pagrus pagrus	14958.50
2012	Paralichthys orbignyanus	7537.40
2012	Paralichthys patagonicus	1071373.08
2012	Paralonchurus brasiliensis	23696.30
2012	Parona signata	67.76
2012	Penaeus brasiliensis	602981.12
2012	Penaeus paulensis	556274.44
2012	Penaeus schmitti	16937.60
2012	Peprilus paru	207902.61
2012	Percophis brasiliensis	449995.47
2012	Pleoticus muelleri	600979.64
2012	Pogonias cromis	0.00
2012	Polymixia lowei	125225.16
2012	Polyprion americanus	675.28
2012	Pomatomus saltatrix	15197.44
2012	Porichthys porosissimus	144678.76
2012	Priacanthus arenatus	2335.20
2012	Sarda sarda	0.00
2012	Scomberomorus brasiliensis	555.66
2012	Scyllarides deceptor	13871.55
2012	Seriola dumerili	12091.17
2012	Seriola lalandi	77.79
2012	Thyrsitops lepidopoides	0.00
2012	Trachinotus carolinus	17900.36
2012	Trachinotus marginatus	0.00
2012	Trichiurus lepturus	98504.38
2012	Umbrina canosai	8346152.90
2012	Urophycis mystacea	6029261.97
2012	Xiphopenaeus kroyeri	755361.29
2012	Zenopsis conchifer	111622.70
2013	Archosargus probatocephalus	0.00
2013	Artemesia longinaris	1509745.00
2013	Astroscopus sexspinosus	1483.55
2013	Aulostomus maculatus	80.00
2013	Bagre marinus	0.00
2013	Balistes capriscus	374285.37
2013	Beryx splendens	270.00
2013	Caranx crysos	0.00
2013	Caranx latus	0.00
2013	Carcharhinus plumbeus	0.00
2013	Carcharias taurus	0.00
2013	Caulolatilus chrysops	0.00
2013	Chaetodipterus faber	0.00
2013	Conger orbignianus	11530.00
2013	Conodon nobilis	520.00
2013	Cynoscion acoupa	76340.00
2013	Cynoscion guatucupa	1463038.51
2013	Cynoscion jamaicensis	97370.00
2013	Cynoscion leiarchus	500.00
2013	Cynoscion microlepidotus	120.00
2013	Cynoscion virescens	2000.00
2013	Doryteuthis pleii	222082.36
2013	Doryteuthis sanpaulensis	14029.94
2013	Elops saurus	0.00
2013	Epinephelus itajara	0.00
2013	Epinephelus marginatus	0.00
2013	Euvola ziczac	0.00
2013	Galeorhinus galeus	0.00
2013	Genypterus brasiliensis	355153.84
2013	Haemulon aurolineatum	39540.00
2013	Helicolenus lahillei	13155.00
2013	Hyporthodus flavolimbatus	0.00
2013	Hyporthodus niveatus	5.00
2013	Illex argentinus	153340.00
2013	Larimus breviceps	3000.00
2013	Lophius gastrophysus	588893.84
2013	Lopholatilus villarii	62016.00
2013	Lutjanus griseus	0.00
2013	Macrodon atricauda	119895.00
2013	Macruronus magellanicus	0.00
2013	Merluccius hubbsi	1854303.42
2013	Metanephrops rubellus	258588.84
2013	Micropogonias furnieri	8975646.00
2013	Mugil liza	1000.00
2013	Mullus argentinae	44678.00
2013	Nemadactylus bergi	34600.00
2013	Octopus americanus	32273.11
2013	Oligoplites saurus	32982.60
2013	Pagrus pagrus	5245.00
2013	Paralichthys orbignyanus	7443.00
2013	Paralichthys patagonicus	864507.53
2013	Paralonchurus brasiliensis	9680.00
2013	Parona signata	0.00
2013	Penaeus brasiliensis	415967.18
2013	Penaeus paulensis	328933.40
2013	Penaeus schmitti	7875.00
2013	Peprilus paru	102174.00
2013	Percophis brasiliensis	175690.00
2013	Pleoticus muelleri	220238.14
2013	Pogonias cromis	0.00
2013	Polymixia lowei	41240.00
2013	Polyprion americanus	0.00
2013	Pomatomus saltatrix	1205.00
2013	Porichthys porosissimus	48129.00
2013	Priacanthus arenatus	5227.00
2013	Sarda sarda	0.00
2013	Scomberomorus brasiliensis	50.00
2013	Scyllarides deceptor	12309.59
2013	Seriola dumerili	1538.00
2013	Seriola lalandi	0.00
2013	Thyrsitops lepidopoides	0.00
2013	Trachinotus carolinus	9081.00
2013	Trachinotus marginatus	0.00
2013	Trichiurus lepturus	48025.00
2013	Umbrina canosai	3115250.00
2013	Urophycis mystacea	4679558.67
2013	Xiphopenaeus kroyeri	193762.00
2013	Zenopsis conchifer	157230.00
2014	Archosargus probatocephalus	0.00
2014	Artemesia longinaris	1727315.71
2014	Astroscopus sexspinosus	4773.35
2014	Aulostomus maculatus	416.32
2014	Bagre marinus	0.00
2014	Balistes capriscus	233311.89
2014	Beryx splendens	4127.20
2014	Caranx crysos	0.00
2014	Caranx latus	327.49
2014	Carcharhinus plumbeus	0.00
2014	Carcharias taurus	24224.18
2014	Caulolatilus chrysops	0.00
2014	Chaetodipterus faber	2828.78
2014	Conger orbignianus	9873.33
2014	Conodon nobilis	6349.61
2014	Cynoscion acoupa	142950.20
2014	Cynoscion guatucupa	2079878.17
2014	Cynoscion jamaicensis	142751.93
2014	Cynoscion leiarchus	33158.98
2014	Cynoscion microlepidotus	1646.91
2014	Cynoscion virescens	2958.86
2014	Doryteuthis pleii	109663.52
2014	Doryteuthis sanpaulensis	4217.78
2014	Elops saurus	0.00
2014	Epinephelus itajara	0.00
2014	Epinephelus marginatus	0.00
2014	Euvola ziczac	147.70
2014	Galeorhinus galeus	0.00
2014	Genypterus brasiliensis	184296.90
2014	Haemulon aurolineatum	45123.92
2014	Helicolenus lahillei	9752.61
2014	Hyporthodus flavolimbatus	0.00
2014	Hyporthodus niveatus	0.00
2014	Illex argentinus	209484.48
2014	Larimus breviceps	1180.00
2014	Lophius gastrophysus	373396.44
2014	Lopholatilus villarii	24750.19
2014	Lutjanus griseus	0.00
2014	Macrodon atricauda	149517.51
2014	Macruronus magellanicus	2281.09
2014	Merluccius hubbsi	847022.48
2014	Metanephrops rubellus	203569.67
2014	Micropogonias furnieri	9192995.66
2014	Mugil liza	3884.99
2014	Mullus argentinae	15288.67
2014	Nemadactylus bergi	76641.99
2014	Octopus americanus	32193.00
2014	Oligoplites saurus	35879.95
2014	Pagrus pagrus	8660.72
2014	Paralichthys orbignyanus	10095.64
2014	Paralichthys patagonicus	843231.33
2014	Paralonchurus brasiliensis	39231.33
2014	Parona signata	143613.32
2014	Penaeus brasiliensis	360491.43
2014	Penaeus paulensis	260264.24
2014	Penaeus schmitti	42126.82
2014	Peprilus paru	83126.67
2014	Percophis brasiliensis	166975.33
2014	Pleoticus muelleri	264551.40
2014	Pogonias cromis	9761.50
2014	Polymixia lowei	21817.79
2014	Polyprion americanus	0.00
2014	Pomatomus saltatrix	30351.74
2014	Porichthys porosissimus	32871.51
2014	Priacanthus arenatus	12418.25
2014	Sarda sarda	0.00
2014	Scomberomorus brasiliensis	1118.85
2014	Scyllarides deceptor	9116.07
2014	Seriola dumerili	9598.75
2014	Seriola lalandi	4748.08
2014	Thyrsitops lepidopoides	0.00
2014	Trachinotus carolinus	6801.52
2014	Trachinotus marginatus	0.00
2014	Trichiurus lepturus	45741.47
2014	Umbrina canosai	3584709.67
2014	Urophycis mystacea	2383577.29
2014	Xiphopenaeus kroyeri	254535.36
2014	Zenopsis conchifer	90913.33
2015	Archosargus probatocephalus	0.00
2015	Artemesia longinaris	2971624.52
2015	Astroscopus sexspinosus	9987.76
2015	Aulostomus maculatus	474.89
2015	Bagre marinus	0.00
2015	Balistes capriscus	181323.05
2015	Beryx splendens	96171.41
2015	Caranx crysos	0.00
2015	Caranx latus	438.73
2015	Carcharhinus plumbeus	0.00
2015	Carcharias taurus	42751.24
2015	Caulolatilus chrysops	3956.50
2015	Chaetodipterus faber	1293.16
2015	Conger orbignianus	7587.90
2015	Conodon nobilis	14136.66
2015	Cynoscion acoupa	284504.51
2015	Cynoscion guatucupa	2631968.29
2015	Cynoscion jamaicensis	236808.95
2015	Cynoscion leiarchus	10152.94
2015	Cynoscion microlepidotus	10419.70
2015	Cynoscion virescens	8582.16
2015	Doryteuthis pleii	75863.47
2015	Doryteuthis sanpaulensis	5258.33
2015	Elops saurus	47.08
2015	Epinephelus itajara	0.00
2015	Epinephelus marginatus	0.00
2015	Euvola ziczac	986.74
2015	Galeorhinus galeus	0.00
2015	Genypterus brasiliensis	161864.22
2015	Haemulon aurolineatum	31586.55
2015	Helicolenus lahillei	17025.49
2015	Hyporthodus flavolimbatus	0.00
2015	Hyporthodus niveatus	70.44
2015	Illex argentinus	503608.88
2015	Larimus breviceps	3050.00
2015	Lophius gastrophysus	346259.42
2015	Lopholatilus villarii	16957.54
2015	Lutjanus griseus	0.00
2015	Macrodon atricauda	244631.87
2015	Macruronus magellanicus	10016.78
2015	Merluccius hubbsi	608996.01
2015	Metanephrops rubellus	133330.00
2015	Micropogonias furnieri	10280197.60
2015	Mugil liza	8303.27
2015	Mullus argentinae	24124.00
2015	Nemadactylus bergi	64045.17
2015	Octopus americanus	31269.27
2015	Oligoplites saurus	44481.87
2015	Pagrus pagrus	6902.99
2015	Paralichthys orbignyanus	14246.88
2015	Paralichthys patagonicus	773202.24
2015	Paralonchurus brasiliensis	29779.00
2015	Parona signata	211446.29
2015	Penaeus brasiliensis	339887.43
2015	Penaeus paulensis	254341.57
2015	Penaeus schmitti	30303.75
2015	Peprilus paru	114097.19
2015	Percophis brasiliensis	179232.93
2015	Pleoticus muelleri	563946.70
2015	Pogonias cromis	17607.94
2015	Polymixia lowei	43756.16
2015	Polyprion americanus	919.61
